Rank,Name,Company,Volume,Sides,City,State
351,Jeff Jackson,Corcoran Centric Realty,$80.96M,17,Greenwich,CT
352,David Kim,Compass,$80.92M,43,Los Altos,CA
353,Andrew De Vries,Berkshire Hathaway HomeService Franciscan Properties,$80.91M,74,San Francisco,CA
354,David Settgast,ONE Sotheby's International Realty,$80.85M,68,Melbourne Beach,FL
355,Richard Orenstein,Brown Harris Stevens,$80.83M,12,New York,NY
356,Philip Boroda,Coldwell Banker Realty,$80.70M,44.5,Los Angeles,CA
357,Mahmoud Ijbara,Gild Realty,$80.50M,122,Clifton,NJ
358,Jacqueline Feldman,ONE Sotheby's International Realty,$80.48M,11,Boca Raton,FL
359,Ruthie Ravenel,Daniel Ravenel Sotheby's International Realty,$80.34M,37,Charleston,SC
360,Valerie Mitchener,Corcoran HM Properties,$80.16M,26.6,Charlotte,NC
361,Dennis Burns,Aspen Snowmass Sotheby's International Realty,$79.97M,3,Snowmass Village,CO
362,Amy Leicht,Coldwell Banker Tomlinson,$79.85M,181.6,Kennewick,WA
363,Julie Jones,Douglas Elliman,$79.64M,13.8,Fort Lauderdale,FL
364,James Peyton,Corcoran,$79.39M,21.3,Sag Harbor,NY
365,Denise Mosher,Coldwell Banker Realty,$79.37M,45,Weston,MA
366,Gregg Phillipson,Keller Williams Realty La Mesa,$79.21M,83.5,La Mesa,CA
367,Terry Sprague,Luxe | Forbes Global Properties,$79.20M,27,Lake Oswego,OR
368,Michael Swan,Summit Sotheby's International Realty,$79.19M,17,Park City,UT
369,Ryan Gowdy,The Agency,$79.07M,23,Los Altos,CA
370,Amanda Brainerd,Brown Harris Stevens,$78.91M,12,Manhattan,NY
371,Sara Coltharp,Coldwell Banker Realty,$78.87M,76,Austin,TX
372,Laxmi Penupothula,Intero Real Estate Services,$78.12M,45,Cupertino,CA
373,Ann Newton Cane,Golden Gate Sotheby's International Realty,$77.94M,26.5,Lafayette,CA
374,Heidi Dugan,Greenwood King Properties,$77.77M,52,Houston,TX
375,Samantha Curry,Douglas Elliman,$77.66M,13.5,Palm Beach,FL
376,Christy Berry,Compass,$77.23M,33,Dallas,TX
377,Dawn Bodenchak,"Sotheby's International Realty, Inc.",$77.06M,10,Bridgehampton,NY
378,Russell Firestone,TTR Sotheby's International Realty,$76.93M,24,Washington,DC
379,Suzy Mills,Compass,$76.68M,52,Nashville,TN
380,Mike Moghaddas,Compass,$76.41M,37,Bellevue,WA
381,Laura Drammer,Berkshire Hathaway HomeServices California Properties,$76.39M,28,Los Olivos,CA
382,Angelica Garcia,Douglas Elliman,$76.01M,20.4,Miami,FL
383,Gino Filippone,Corcoran,$75.92M,32,Manhattan,NY
384,Brian Wickenden,Legacy Properties Sotheby's International Realty,$75.88M,41.7,Camden,ME
385,Claire Zhou,Compass,$75.63M,22,Palo Alto,CA
386,Nikki Lagouros,Berkshire Hathaway HomeServices PenFed Realty,$75.50M,112,Reston,VA
387,Blair Kirwan,Brown Harris Stevens,$75.46M,3,Palm Beach,FL
388,Eric Brossart,KW Realty Phoenix,$75.40M,142,Tempe,AZ
389,Don Goethals,RE/MAX Extra Inc,$75.38M,149,Lake Tapps,WA
390,Angela Boyer-Stump,"Sotheby's International Realty, Inc.",$75.37M,18,Bridgehampton,NY
391,Stilla Raissi,Coldwell Banker Realty,$75.35M,27.5,Los Gatos,CA
392,Dawn Maddux,Engel & Völkers Missoula,$75.15M,71,Missoula,MT
393,Bernadette Meyer,Maury People Sotheby's International Realty,$75.15M,13.5,Nantucket,MA
394,Jesse Dougherty,Compass,$75.10M,47,Torrance,CA
395,Mick Partridge,Carolwood Estates,$75.00M,12,Beverly Hills,CA
396,Oliver Lloyd,Douglas Elliman,$74.84M,6,Miami,FL
397,Jill Levy,Golden Gate Sotheby's International Realty,$74.83M,26,Napa,CA
398,Caren McClelland,Summit Sotheby's International Realty,$74.83M,42.4,Park City,UT
399,Greg Rosenwald,Compass,$74.64M,24.5,Seattle,WA
400,Aditi Jain,Redfin,$74.52M,71,Lexington,MA
401,Jenny Xu,RE/MAX Masters Realty,$74.48M,36,La Verne,CA
402,Scott Carr,Coldwell Banker Schneidmiller Realty,$74.35M,129.5,Coeur d'Alene,ID
403,Cory Green,Compass,$74.34M,72,Lake Forest,IL
404,Sharon Byrne,"Howard Hanna Capital, Inc.",$74.26M,94,Saratoga Springs,NY
405,Mary Bee Thrasher,RE/MAX Capital,$74.24M,27,San Mateo,CA
406,Andrew Ziffer,Compass,$74.05M,41,Fort Lauderdale,FL
407,Li Li,B Square Realty,$73.95M,75.5,Flushing,NY
408,Maria Kelce Crowley,Houlihan Lawrence,$73.84M,20,Greenwich,CT
409,Vince Spadea,Douglas Elliman,$73.77M,6.5,Palm Beach,FL
410,Jing Xue,Coldwell Banker Realty,$73.63M,48.4,Pleasanton,CA
411,Roger Perry,"Rodeo Realty, Inc",$73.38M,27,Beverly Hills,CA
412,Jennifer Kalish,Douglas Elliman,$73.38M,20,New York,NY
413,George Montanari,Compass,$73.37M,17,Los Gatos,CA
414,Cathy Blum,Greenwood King Properties,$73.28M,73,Houston,TX
415,Dana Johnson,Compass,$73.23M,57,Houston,TX
416,Elio Alanis,Realty of America,$73.20M,246,Houston,TX
417,Kevin McBride,Atlanta Fine Homes Sotheby's International Realty,$73.20M,51,Atlanta,GA
418,Quincy Smith,ERA Matt Fischer Realtor,$73.07M,227,Yuma,AZ
419,John Cregan,"Sotheby's International Realty, Inc.",$73.01M,11,Palm Beach,FL
420,Timothy Salm,Jameson Sotheby's International Realty,$73.00M,39.5,Chicago,IL
421,Melanie Fink,Allen Tate Realtors,$72.89M,68,Seneca,SC
422,Lesley Semmelhack,Corcoran,$72.80M,28.5,Brooklyn,NY
423,Laura Bryant,KW Advisors,$72.61M,27,Burlingame,CA
424,Mark Haldeman,Christie's International Real Estate Aspen Snowmass,$72.55M,5,Aspen,CO
425,Renee Huseby,John L. Scott Everett,$72.19M,67,Everett,WA
426,Brian Manning,Brown Harris Stevens,$71.97M,10,New York,NY
427,Lisa Kornhauser,Compass,$71.97M,48,Houston,TX
428,Jenepher Spencer,Coldwell Banker Realty,$71.96M,89.3,Westford,MA
429,Kendall Pashak,RE/MAX Alliance,$71.94M,141,Fort Collins,CO
430,Scott Michaels,Compass,$71.90M,24.9,Austin,TX
431,Travis Speck,Redfin,$71.88M,25,Kihei,HI
432,Allan MacDonald,Russ Lyon Sotheby's International Realty,$71.80M,28.1,Scottsdale,AZ
433,Carlos Saavedra,Park Property Advisors,$71.77M,24,Brooklyn,NY
434,Costanza Genoese Zerbi,eXp Realty,$71.68M,66,Long Beach,CA
435,Andy Sweat,KW Bay Area Estates - Los Gatos,$71.56M,30,Los Gatos,CA
436,Gregg Larsen,Coldwell Banker Realty,$71.51M,39,Wayzata,MN
437,Haleem Ballou,eXp Realty,$71.50M,45,San Jose,CA
438,Susan Pender,Berkshire Hathaway HomeServices RW Towne Realty,$71.48M,39,Virginia Beach,VA
439,Gregory Rowley,Coldwell Banker Schneidmiller Realty,$71.44M,49,Coeur d'Alene,ID
440,Amar Amarnath,Keller Williams Palo Alto,$71.43M,48,Palo Alto,CA
441,Brad Keyes,Keyes Real Estate,$71.42M,47,Los Angeles,CA
442,Mark Salmon,Compass,$71.32M,41,South Lake Tahoe,CA
443,Walter Bering,"Sotheby's International Realty, Inc.",$71.26M,29.7,Houston,TX
444,Lei Zhang,HomeSmart Evergreen Realty,$71.07M,42,Irvine,CA
445,Kaajal Shahani,Intero Real Estate Services,$70.95M,37,Fremont,CA
446,Jeff Plous,Hatch Realty,$70.93M,69,Denver,CO
447,Jessica Sheevy,Atlanta Fine Homes Sotheby's International Realty,$70.85M,47,Atlanta,GA
448,J. Roger Erickson,Douglas Elliman,$70.82M,8,New York,NY
449,Annabel Taylor,Four Seasons Sotheby's International Realty,$70.55M,52.2,Hudson,NY
450,Elizabeth DeWoody,Compass,$70.51M,9,Palm Beach,FL
451,Patrick Kuhlman,NextHome NWA Pro Realty,$70.45M,269,Bentonville,AR
452,Heather Hill,Compass,$70.43M,23,Dana Point,CA
453,Rosemary Allison,Coldwell Banker Realty,$70.39M,35.8,Westlake Village,CA
454,Katharine Tuckerman,Brown Harris Stevens,$70.38M,30,New York,NY
455,Kira Greene,Compass,$70.37M,60,Providence,RI
456,Spencer Schlager,Douglas Elliman,$70.25M,6,Palm Beach,FL
457,Sarah Toso,RE/MAX Ultimate Professionals,$70.20M,130,Shorewood,IL
458,Lisa Frins,Berkshire Hathaway HomeServices Keys Real Estate,$70.19M,45,Islamorada,FL
459,David Welton,Compass,$70.18M,18,Saratoga,CA
460,Steve Harriage,Slifer Smith & Frampton Real Estate,$69.99M,11,Snowmass,CO
461,Tony Richey,RE/MAX Tyler,$69.98M,27,Tyler,TX
462,Amanda Miller,Houlihan Lawrence,$69.94M,11,Greenwich,CT
463,Safir Michael Shamsi,"Rodeo Realty, Inc",$69.92M,5,Beverly Hills,CA
464,Samantha Huang,Corcoran Icon Properties,$69.87M,53.9,San Francisco,CA
465,Jennifer Caras,Vista Sotheby's International Realty,$69.76M,17,Manhattan Beach,CA
466,Lauren Ravitz,Berkshire Hathaway HomeServices California Properties,$69.70M,23,Los Angeles,CA
467,Lisa Roberts,Russ Lyon Sotheby's International Realty,$69.69M,53,Scottsdale,AZ
468,Bridget Ramey,Kuper Sotheby's International Realty,$69.61M,35,Austin,TX
469,Maggie Ives,Premier Sotheby's International Realty,$69.56M,19.5,Naples,FL
470,Adam Cuffaro,Michael Saunders & Company,$69.54M,63.4,Bradenton,FL
471,Rachel Conkling,Compass,$69.54M,49,Houston,TX
472,Kira Epstein Begal,"Washington Fine Properties, LLC",$69.48M,56,Washington,DC
473,Caroline Sebastiani,"Sotheby's International Realty, Inc.",$69.42M,20.5,Sonoma,CA
474,Patrick Wilkins,RE/MAX Alliance Group,$69.40M,24,Marco Island,FL
475,Hillary Ryan,"Sotheby's International Realty, Inc.",$69.34M,20.5,Napa,CA
476,Lexi Cerretti,Compass,$69.29M,8,Incline Village,NV
477,Doug Steiny,"Sotheby's International Realty, Inc.",$69.05M,24,Carmel,CA
478,Debora Kang,Intero Real Estate Services,$69.05M,41,Willow Glen,CA
479,Lori Buecheler,Compass,$69.00M,14,Palo Alto,CA
480,Blake Cannon,Cannon Cleary McGraw,$68.89M,127,Oxford,MS
481,Ben Lee,Coldwell Banker Realty,$68.87M,23.3,Beverly Hills,CA
482,Beth Dickerson,Gibson Sotheby's International Realty,$68.87M,16,Boston,MA
483,Po Wei David Tair,RE/MAX 1st Choice,$68.82M,67,Great Neck,NY
484,Loren Ellingson,Redfin,$68.77M,58,Bellevue,WA
485,Daryl Judy,"Washington Fine Properties, LLC",$68.70M,44,Washington,DC
486,Mandana Simai,Christie's International Real Estate Sereno,$68.56M,27,Los Altos,CA
487,Andy Meunier,Coldwell Banker Realty,$68.56M,35.2,Cupertino,CA
488,Brian Hazen,Coldwell Banker Mason Morse,$68.53M,6,Aspen,CO
489,James Bates,Premier Sotheby's International Realty,$68.53M,14.5,Naples,FL
490,Mary Lou Castellanos,"Sotheby's International Realty, Inc.",$68.52M,21,San Francisco,CA
491,Margaret Wade,Long & Foster Real Estate,$68.48M,54.8,Richmond,VA
492,Donald Fedrigon,RE/MAX of Elk Rapids,$68.36M,104,Elk Rapids,MI
493,Michele Downing,Compass,$68.29M,31,Pasadena,CA
494,Steve Frankel,Coldwell Banker Realty,$68.28M,15.5,Beverly Hills,CA
495,Johnny Rojas,CENTURY 21 JR Gold Team Realty,$68.26M,47.5,Garfield,NJ
496,Katie McLaughlin,Clayton - Laura McCarthy,$68.15M,51.8,Saint Louis,MO
497,Chezi Rafaeli,Coldwell Banker Realty,$68.06M,59,Chicago,IL
498,Ian Swanstrom,Coldwell Banker Schneidmiller Realty,$68.04M,110,Coeur d'Alene,ID
499,Artemisa Boston,eXp Realty,$68.02M,223,Minneapolis,MN
500,Damon Williamson,The Agency Dallas,$68.00M,44,Highland Park,TX
501,Linda Feinstein,Compass,$67.86M,68.5,Hinsdale,IL
502,Ian Glasser,Keller Williams Real Estate,$67.85M,14,Fairlawn,NJ
503,Catrina Russell,Coldwell Banker West,$67.84M,40,San Diego,CA
504,Lisa Thompson,Intero Real Estate Services,$67.81M,34,Los Gatos,CA
505,Xiaoyu Wang,Keller Williams Thrive,$67.77M,24,Palo Alto,CA
506,Ryan Ackerman,Coldwell Banker Realty,$67.69M,26.5,Longboat Key,FL
507,Lia Reed,William Raveis,$67.64M,7.5,Jupiter Island,FL
508,John Limbach,HomeSmart (GA),$67.62M,132,Atlanta,GA
509,Sheila Bailey,"Keller Williams Advantage Realty, LLC",$67.51M,79.3,Granby,CO
510,Jane Powers,Douglas Elliman,$67.44M,15.7,New York,NY
511,Chris Pero,Max Broock Realtors,$67.40M,90,Birmingham,MI
512,Margarita Junak,RE/MAX Time,$67.37M,115,Rancho Cucamonga,CA
513,Scot Campbell,Coldwell Banker Campbell Realtors,$67.36M,31,Huntington Beach,CA
514,Kevin Kreutzfeld,"Premier Estate Properties, Inc.",$67.36M,15,Fort Lauderdale,FL
515,Pascale Coppola,Heritage House Sotheby's International Realty,$67.35M,46,Holmdel,NJ
516,Jennifer Eckert,Nourmand & Associates,$67.29M,42,Los Angeles,CA
516,John Kostrey,Nourmand & Associates,$67.29M,42,Los Angeles,CA
518,Kristin Neithercut,Compass,$67.28M,37,Burbank,CA
519,Desiree Zuckerman,"Rodeo Realty, Inc",$67.20M,36,Calabasas,CA
520,Mark Middleton,The Agency Bainbridge Island,$67.19M,37,Bainbridge Island,WA
521,Amanda Spatola,Houlihan Lawrence,$67.10M,28,Darien,CT
522,Zach Goldsmith,The Agency,$67.10M,12,Beverly Hills,CA
523,Gigi Malek,Daniel Gale Sotheby's International Realty,$67.05M,36.4,Queens,NY
524,Chenet Nelson,Compass,$66.97M,21,Fort Lauderdale,FL
525,Edan Amar,Christie's International Real Estate Southern California,$66.92M,21,Beverly Hills,CA
526,Bj Christianson,Berkshire Hathaway HomeServices Utah Properties,$66.86M,17,Park City,UT
527,William Fastow,TTR Sotheby's International Realty,$66.85M,35,Washington,DC
528,Carrie Nicholson,Hawaii Life,$66.80M,11,Hanalei,HI
529,Nancy Jarvis,Daniel Gale Sotheby's International Realty,$66.72M,76.2,Carle Place,NY
530,Avi Barazani,Coldwell Banker Realty,$66.71M,18.5,Los Angeles,CA
531,Leo Goldschwartz,Coldwell Banker Realty,$66.70M,14,Newport Beach,CA
532,Cathy Rogers,Premier Sotheby's International Realty,$66.63M,24,Marco Island,FL
533,Eileen Doherty,"Lamacchia Realty, Inc.",$66.60M,91,Woburn,MA
534,Joanne Mancuso,Houlihan Lawrence,$66.47M,15,Greenwich,CT
535,Lourdes Alatriste,Douglas Elliman,$66.39M,5.9,Coral Gables,FL
536,Marc Noah,"Sotheby's International Realty, Inc.",$66.38M,19.5,Beverly Hills,CA
537,Dawn Raymond,Kentwood Real Estate,$66.32M,21,Denver,CO
538,Amber Anderson,Pacific Sotheby's International Realty,$66.15M,17.5,La Jolla,CA
539,Andrew Rhoda,Carolwood Estates,$66.00M,12,Beverly Hills,CA
540,Sandy Comaroto,Compass,$65.99M,18,Burlingame,CA
541,Amy Singer,Houlihan Lawrence,$65.80M,43,Armonk,NY
542,Betty Anne Schneider,William Raveis,$65.68M,31.5,Mirasol,FL
543,Isaac Malagon,One Sotheby's International Realty,$65.45M,10,Miami,FL
544,Karen Baker,"Howard Hanna WNY, Inc.",$65.44M,72,Buffalo,NY
545,Andrew Bash,Sage Sotheby's International Realty,$65.37M,59.5,Mission Woods,KS
546,Michael Gordon,Corcoran,$65.27M,12,Manhattan,NY
547,Pompeyo Barragan,The Agency,$65.25M,54,La Jolla,CA
548,Deborah Needle,Houlihan Lawrence,$65.22M,17,Greenwich,CT
549,Cory Weiss,Douglas Elliman,$65.16M,5,Beverly Hills,CA
550,Kelly Weisfield,Compass,$65.12M,23,Mercer Island,WA
551,Eva Stadelmaier,RE/MAX Professionals,$65.01M,50,Littleton,CO
552,Ben Bowen,Premier Sotheby's International Realty,$64.95M,29,Cornelius,NC
553,Margaret Muir,William Pitt Sotheby's International Realty,$64.83M,28.5,Madison,CT
554,Rose Ciardiello,William Raveis,$64.74M,80,Guilford,CT
555,Shaun Walter,Coldwell Banker Realty,$64.74M,17.3,Burlingame,CA
556,Amy Nease,Premier Sotheby's International Realty,$64.70M,22,Bonita Springs,FL
557,Scott Petrich,Redfin,$64.69M,47,Sammamish,WA
558,Linda Sansone,Pacific Sotheby's International Realty,$64.67M,13,Rancho Santa Fe,CA
559,Janine Tienken,Houlihan Lawrence,$64.62M,19,Darien,CT
560,Ben Zoller,Monterey Coast Realty,$64.59M,8.3,Carmel,CA
561,Michael Afshari,Compass,$64.58M,141,Houston,TX
562,Lisa Smith,Engel & Völkers Mill Valley,$64.53M,24,Mill Valley,CA
563,Wendy Storch,"Sotheby's International Realty, Inc.",$64.51M,26.5,San Francisco,CA
564,Noel Pietsch Shaw,Hawaii Life,$64.49M,16,Honolulu,HI
565,Heena Joshi,Compass,$64.44M,38,Los Gatos,CA
566,Monica Montany,Slifer Smith & Frampton Real Estate,$64.37M,12,Snowmass,CO
567,Sonny James,Compound Real Estate,$64.31M,38,San Jose,CA
568,Bill Fandel,Compass,$64.20M,7,Telluride,CO
569,Karyn Thiele,Ocean Reef Club Sotheby's International Realty,$64.19M,11,Key Largo,FL
570,Josh Burns,"Sotheby's International Realty, Inc.",$64.19M,24,San Francisco,CA
571,Erica Grossman,Douglas Elliman,$64.17M,9.8,Southampton,NY
572,Morgan Trent,Christie's International Real Estate Southern California,$64.17M,4.5,Beverly Hills,CA
573,Linda Roche,"Howard Hanna CNY, Inc.",$64.16M,17,Skaneateles,NY
574,Kelly Dougherty,Onward Real Estate,$64.11M,46,Franklin,TN
575,David Hunt Solomon,Berkshire Hathaway HomeServices EWM Realty,$64.03M,5,Miami Beach,FL
576,Lucas Haun,Keller Williams Realty,$64.00M,61,Knoxville,TN
577,Stephen Sigoloff,Carolwood Estates,$64.00M,11,Beverly Hills,CA
577,Daniel Sessoms,Compass,$64.00M,25,Seattle,WA
579,Scott Carvill,Carvill Sotheby's International Realty,$64.00M,8,Kailua,HI
580,Rita Whitney,The Agency,$63.98M,19,Pasadena,CA
581,Erik Berg,Engel & Völkers Aspen,$63.76M,16,Aspen,CO
582,Chris Kwon,Real Broker,$63.75M,39,Irvine,CA
583,Hayden Anderl,Coldwell Banker Schneidmiller Realty,$63.72M,109.5,Coeur d'Alene,ID
584,Kamran Montazami,RE/MAX Premier Realty,$63.62M,58,Aliso Viejo,CA
585,Debbie Austin,KW Roseville,$63.60M,54,Roseville,CA
586,Roxy Laufer,Christie's International Real Estate Sereno,$63.59M,35,Los Gatos,CA
587,Beth Ferester,Corcoran Ferester Realty,$63.56M,40,The Woodlands,TX
588,David Lilley,RE/MAX Real Estate Center,$63.48M,29,Cambridge,MA
589,Donna Strugatz,SERHANT.,$63.43M,20,Manhattan,NY
590,Pollyanna Snyder,Engel & Völkers Bozeman,$63.38M,60,Bozeman,MT
591,Ali Jack,Compass,$63.37M,24,Los Angeles,CA
592,Britt Klein,"Sotheby's International Realty, Inc.",$63.34M,32.3,Santa Fe,NM
593,Adam Sires,Nourmand & Associates,$63.29M,20,Beverly Hills,CA
593,Michael Nourmand,Nourmand & Associates,$63.29M,20,Beverly Hills,CA
595,Chad Lund,Douglas Elliman,$63.21M,34.3,Beverly Hills,CA
596,Hudson Santana,Keller Williams Capital Realty,$62.99M,59.1,Cambridge,MA
597,Elena Sarkissian,Douglas Elliman,$62.95M,21.1,New York,NY
598,Haleh Clapp,Compass,$62.94M,14,Seattle,WA
599,Allie Lutz,The Agency,$62.91M,7,Manhattan Beach,CA
600,Andrew Herrera II,Berkshire Hathaway HomeServices Franciscan Properties,$62.89M,20,San Francisco,CA
601,Corey Lamothe,LIV Sotheby's International Realty,$62.84M,37,Vail,CO
602,Jason Gumnitz,RE/MAX Central,$62.83M,88,Manalapan,NJ
603,David Crabtree,Home & Ranch Sotheby's International Realty,$62.82M,43,Templeton,CA
604,Kimberly Hamer,Monument Sotheby's International Realty,$62.70M,55.8,Rehoboth Beach,DE
605,Benjamin Finn,Compass,$62.69M,15,Vail,CO
606,Nancy Liu,Coldwell Banker Realty,$62.62M,30.8,Cupertino,CA
607,Kathleen Forrest,Metro Brokers of Oklahoma,$62.54M,112,Edmond,OK
608,Nancy Kennedy,Houlihan Lawrence,$62.51M,70,Croton On Hudson,NY
609,Nicholas Delis,Compass,$62.46M,29,Burlingame,CA
610,Aimee Song,Coldwell Banker Realty,$62.38M,34.3,Fremont,CA
611,Lisa Kirshner,Christie's International Real Estate Southern California,$62.36M,18,Los Angeles,CA
611,Dylan Elkin,Christie's International Real Estate Southern California,$62.36M,18,Los Angeles,CA
613,Andrew Manning,Berkshire Hathaway HomeServices California Properties,$62.30M,31,Los Angeles,CA
614,Sara Horner,The Group Real Estate,$62.28M,135,Fort Collins,CO
615,Wendy Alper,Julia B. Fee Sotheby's International Realty,$62.23M,22.3,Rye,NY
616,Loy Carlos,Nest Seekers International,$62.21M,12,New York,NY
617,Crysta Metzger,"Sotheby's International Realty, Inc.",$62.21M,12.5,Montecito,CA
618,Kathryn Scarborough,Engel & Völkers Austin Westlake,$62.19M,29,Austin,TX
619,Jennifer Gelfand Church,Keller Williams Realty Boston,$62.07M,46,Marblehead,MA
620,Ellen Valentgas,"Sotheby's International Realty, Inc.",$62.02M,18.5,Barnstable,MA
621,Debaran Hughes,Realty Executives Associates,$62.00M,52,Knoxville,TN
622,Ella Sun,Compass,$61.98M,32,Menlo Park,CA
623,Jenifer Shay,Engel & Völkers Vail,$61.97M,22,Vail,CO
624,Lisa Murphy,Houlihan Lawrence,$61.96M,19,Rye,NY
625,Lily Cai Do,Compass,$61.91M,43,Danville,CA
626,Anita Vining,Berkshire Hathaway HomeServices Florida Network Realty,$61.88M,39,Jacksonville,FL
627,Heidi Marchesotti,Corcoran Icon Properties,$61.77M,25.9,Piedmont,CA
628,Diane Reddington,Coldwell Banker Realty,$61.74M,102.9,Blue Bell,PA
629,Brian Hopper,Realogics Sotheby's International Realty,$61.73M,27.2,Kirkland,WA
630,Jonathan Spencer,Compass,$61.70M,10,Carmel-by-the-Sea,CA
631,Bg Holmberg,Smith & Associates Real Estate,$61.64M,27.5,Tampa,FL
632,Anca Mirescu,Douglas Elliman,$61.61M,18,Miami Beach,FL
633,Maureen McDermut,"Sotheby's International Realty, Inc.",$61.57M,13,Santa Barbara,CA
634,Michael Rosenblum,Berkshire Hathaway HomeServices Chicago,$61.54M,29,Chicago,IL
635,Adriano Varano,Keller Williams Realty Chestnut Hill,$61.47M,47,Needham,MA
636,Terri Kerwin,Golden Gate Sotheby's International Realty,$61.46M,13.5,Menlo Park,CA
637,Jason O'Beirne,Jameson Sotheby's International Realty,$61.45M,71.3,Chicago,IL
638,Simon Mills,Mills Realty,$61.42M,82,Los Angeles,CA
639,Lynn Crane,KW Bellevue,$61.30M,29.5,Bellevue,WA
640,Mania Realty,KW Spectrum Properties,$61.23M,36,Lake Forest,CA
641,Janice DeLong,HomeSmart (AZ),$61.17M,93,Scottsdale,AZ
642,Randi Ball,The Agency Hamptons,$61.10M,11,East Hampton,NY
643,Anne Killeen,"Washington Fine Properties, LLC",$61.09M,34,Potomac,MD
644,Eric Woodward,Ocean Reef Club Sotheby's International Realty,$61.08M,12,Key Largo,FL
645,Juliana Lisheski,LIV Sotheby's International Realty,$60.92M,55.5,Ventura,CA
646,Gary Roberts,Coldwell Banker Sea Coast Advantage,$60.85M,1.7,Murrells Inlet,SC
647,Leo Zhang,RE/MAX Accord,$60.81M,61,Fremont,CA
648,Madeline Hult Elghanayan,Douglas Elliman,$60.80M,6.2,New York,NY
649,Carrie B. Goodman,"Sotheby's International Realty, Inc.",$60.77M,18,San Francisco,CA
650,Will Ott,Berkshire Hathaway HomeServices Utah Properties,$60.67M,22,Park City,UT
651,Linda Freedman,Douglas Elliman,$60.66M,47.1,Syosset,NY
652,Tereza Toramanyan,Coldwell Banker Hallmark Realty,$60.48M,57.8,Glendale,CA
653,Dana Correia,Slifer Smith & Frampton Real Estate,$60.43M,17,Vail,CO
654,Frank Isoldi,Coldwell Banker Realty,$60.40M,46,Westfield,NJ
655,Dana Lansing,Kurfiss Sotheby's International Realty,$60.30M,23.9,New Hope,PA
656,Rebecca M Durfey,Keller Williams Realty Professional Partners,$60.25M,95,Glendale,AZ
657,Julie Flouty,Compass,$60.21M,32,Burlingame,CA
658,Lisa Turchiarelli,Coldwell Banker Mason Morse,$60.16M,4,Aspen,CO
